Customer_ID,Recency_Days,Frequency_Orders,Monetary_Spend,Category_Diversity,Engagement_Score,Support_Tickets,Discount_Ratio,Return_Rate,Age,Preferred_Channel,Avg_Order_Value,Gender,Churn_Risk_Index
CUST-10398,22,42,3673.9385468179016,4,79.75414539827374,0,0.3892221106582415,0.107906200455225,45,Mobile App,87.47,Female,0.1167
CUST-10399,61,34,1184.6808161858914,3,73.15539371875005,1,0.8759626178190589,0.11875759403232793,26,Web,34.84,Male,0.2028
CUST-10400,113,35,967.3834040232041,2,70.80602632242648,2,0.7881278213442975,0.05155886172367318,37,Web,27.64,Female,0.27
CUST-10401,17,31,3455.9430483413325,5,64.29252091375773,2,0.2130557835576547,0.10107304652304126,49,Web,111.48,Male,0.1712
CUST-10402,24,2,369.1608883844531,1,53.57934377771029,0,0.13447374582491967,0.002915783217125068,21,Mobile App,184.58,Female,0.1499
CUST-10403,45,24,2975.289138786017,5,78.61876829074805,3,0.2536085117420829,0.09624445219391001,51,Mobile App,123.97,Female,0.1847
CUST-10404,292,28,2590.4008444132223,3,20.924857708214503,5,0.2177468286611838,0.2103021251848733,31,Web,92.51,Male,0.7303
CUST-10405,135,22,1343.24861856798,2,62.01714916424372,3,0.8150418963052601,0.15709223494861313,20,Mobile App,61.06,Female,0.3698
CUST-10406,146,52,8701.588857236602,6,25.410151610304364,7,0.29128239505179676,0.08510991307433975,67,In-Store,167.34,Male,0.5023
CUST-10407,43,41,4655.48829934726,4,69.823610984334,2,0.2930608489921128,0.10674509553888602,41,Web,113.55,Male,0.1949
CUST-10408,35,24,4738.508681776043,6,76.73288540908754,0,0.165335968620967,0.09145623460931562,25,Web,197.44,Male,0.1366
CUST-10409,1,103,4618.604943823937,7,76.5006310978283,0,0.13495430608501058,0.025074106696778686,25,Mobile App,44.84,Male,0.0685
CUST-10410,200,54,2377.858463897782,6,13.358548545211102,4,0.47652282510546,0.0821568332195877,61,Web,44.03,Male,0.568
CUST-10411,18,36,4025.5178412975943,4,72.80424889834718,2,0.2292112359125825,0.09250931239865422,54,Web,111.82,Female,0.1485
CUST-10412,48,21,811.2559115254451,3,58.03174837840102,4,0.741886681718293,0.08535230436569022,35,Web,38.63,Male,0.2491
CUST-10413,333,17,5773.645004393849,3,19.858243573903962,4,0.20392208588163419,0.16078711820331293,48,In-Store,339.63,Male,0.7601
CUST-10414,13,30,2810.876533578644,4,73.89601219208747,1,0.30005063677314514,0.07136526718213296,40,Mobile App,93.7,Male,0.1194
CUST-10415,19,37,8582.547747149347,9,89.60181446112043,2,0.12391483988535464,0.04249669638174575,44,Mobile App,231.96,Male,0.0912
CUST-10416,8,3,230.32130470365792,2,60.180910078393964,0,0.11691401060788367,0.03906440707316226,39,Web,76.77,Non-Binary,0.1235
CUST-10417,24,66,15907.598787541143,8,98.10358364531699,0,0.07821636975554272,0.038447461579146545,47,Web,241.02,Female,0.0504
CUST-10418,17,67,1896.296014975324,8,86.55644439504653,7,0.9674188675487333,0.19297151861347372,39,Web,28.3,Female,0.2087
CUST-10419,18,13,538.3240056487821,3,64.99060587837366,4,0.8283661896492878,0.10993853959725013,23,Web,41.41,Female,0.1988
CUST-10420,291,56,8026.024100529523,6,12.172746941121263,5,0.44610840451874756,0.21116488682859863,58,Web,143.32,Non-Binary,0.7511
CUST-10421,265,58,7604.265341037902,5,10.718287909938034,5,0.2555912250571804,0.08666425484402968,32,Web,131.11,Female,0.6776
CUST-10422,155,43,2966.2770738947347,4,44.31892270382428,3,0.4000458404887546,0.1615366303269618,47,Web,68.98,Male,0.4429
CUST-10423,270,47,2886.3219371371524,4,33.94837293109032,11,0.40499979370837935,0.16903823856064715,36,In-Store,61.41,Male,0.7288
CUST-10424,29,32,2995.929007665103,7,66.7449014473091,3,0.26757098406580915,0.07691509806545714,51,Mobile App,93.62,Non-Binary,0.186
CUST-10425,253,51,3440.2340928681465,6,35.07704274608291,7,0.3696416394650751,0.11841196084505315,59,Web,67.46,Male,0.6359
CUST-10426,51,50,5248.210132371817,8,38.00124104856833,2,0.7153136317474958,0.011589369583812835,29,Web,104.96,Female,0.2537
CUST-10427,15,68,8967.281999524632,9,93.10888598165906,2,0.1684442798662881,0.059065475551259954,42,Mobile App,131.87,Female,0.0825
CUST-10428,58,24,2131.015457154742,6,81.0493029676824,3,0.31978220783371547,0.08069222802265404,36,Web,88.79,Non-Binary,0.1912
CUST-10429,199,46,648.4089607238772,2,26.8511889223976,4,0.1026648015382563,0.23307304571529994,22,In-Store,14.1,Male,0.5832
CUST-10430,5,92,9917.371516025823,8,79.7253089226164,2,0.21526816219003736,0.05116003244007399,41,Mobile App,107.8,Male,0.0996
CUST-10431,1,101,4952.247463848121,9,93.76149573611423,1,0.12566312143305192,0.016187787700273088,50,Mobile App,49.03,Male,0.0349
CUST-10432,13,1,241.3080844848926,2,69.48653551974397,0,0.15194030455647764,0.04637655203217881,26,Web,241.31,Female,0.1096
CUST-10433,16,41,3530.6015449695633,7,62.500452250608056,1,0.33832428013727045,0.08958636165986993,30,Web,86.11,Male,0.158
CUST-10434,261,55,2602.527405001321,6,26.566907773332886,5,0.42351096023047763,0.1000700129595084,53,Web,47.32,Female,0.637
CUST-10435,269,48,1801.817672332047,5,13.651726850417884,8,0.24662999117772177,0.20545768498677747,51,In-Store,37.54,Male,0.7528
CUST-10436,263,49,2945.67078867808,5,24.30493829588316,10,0.3084332462975007,0.16318628363101279,58,Web,60.12,Female,0.7289
CUST-10437,279,22,5502.63080924622,5,40.093800853905634,4,0.24661110678104964,0.15044513879056703,34,In-Store,250.12,Female,0.6321
CUST-10438,119,18,618.0465905668916,2,40.81025634176449,1,0.7429767951855117,0.09432944395823353,28,Mobile App,34.34,Male,0.3549
CUST-10439,23,42,5764.375749486522,7,95.83541410506012,1,0.10106130494568638,0.05631426452598028,47,Web,137.25,Male,0.0732
CUST-10440,152,22,7442.190384242786,3,33.45373785027933,6,0.4860352869011582,0.10753277473469933,52,Web,338.28,Non-Binary,0.4854
CUST-10441,136,33,782.0542066208075,3,50.732459418561504,1,0.6644161298568954,0.17910584570755622,23,Web,23.7,Male,0.3817
CUST-10442,2,93,8663.40252551877,6,82.92836355074193,0,0.0974453583471989,0.017124773083428264,30,Mobile App,93.15,Female,0.0511
CUST-10443,153,28,2540.780966318768,3,40.82165912565916,3,0.27227295086921544,0.21402171229471323,44,Web,90.74,Male,0.4664
CUST-10444,22,39,3492.1117691874233,4,76.07946542174739,1,0.28188004382355225,0.04290014257030344,22,In-Store,89.54,Male,0.1167
CUST-10445,50,42,4172.4293192078485,6,73.50164288210429,2,0.21162908110242876,0.07636165855983,52,Mobile App,99.34,Male,0.1852
CUST-10446,11,26,3178.711846698344,4,78.30245639502829,3,0.3203837500521177,0.05390285497439097,46,In-Store,122.26,Male,0.1248
CUST-10447,193,40,5135.946761640192,3,27.978617727584,3,0.2901880719615946,0.19343413981699933,57,Web,128.4,Female,0.5464
CUST-10448,13,3,213.5069441596037,1,56.762914117749524,1,0.22088881635024787,0.033335351736738995,32,Mobile App,71.17,Female,0.1495
CUST-10449,15,51,4466.454588130005,9,96.17902657094639,0,0.19748675374429714,0.04585553445688722,29,Mobile App,87.58,Male,0.0454
CUST-10450,29,61,14287.221242303816,7,79.90907023606712,1,0.20249173714813812,0.07137359457332247,25,Mobile App,234.22,Female,0.1262
CUST-10451,345,49,4638.75145044682,5,14.97077154424038,5,0.49185731884542244,0.17137298598181255,31,Web,94.67,Male,0.8048
CUST-10452,136,14,589.5812062762657,4,40.843932584173906,2,0.9684431676952167,0.11592654620687481,43,Mobile App,42.11,Female,0.3978
CUST-10453,11,3,175.29709047356442,1,76.59832743795755,0,0.15372612373448516,0.013548910697935252,22,Web,58.43,Male,0.0781
CUST-10454,16,38,1587.065587051119,7,80.72987852539846,3,0.21865921995424573,0.047308145032131835,40,Mobile App,41.76,Female,0.1234
CUST-10455,21,1,291.55916331355013,1,56.90037020045494,1,0.10543685765996094,0.019515440180602972,31,In-Store,291.56,Male,0.1555
CUST-10456,58,19,2883.917536853977,5,66.73176060763019,1,0.16049262585151675,0.03767568674234607,60,Mobile App,151.79,Non-Binary,0.1877
CUST-10457,305,29,6798.469527526588,6,13.120966701523422,4,0.24200770684096568,0.14813811553367745,45,Web,234.43,Female,0.7344
CUST-10458,278,25,7602.388040124583,3,36.24869526020094,9,0.4620895409558815,0.14971423733945327,39,Web,304.1,Female,0.7026
CUST-10459,59,23,1770.5868068896136,3,58.872087070885755,4,0.7346071533861795,0.059899876139088294,38,Web,76.98,Female,0.2536
CUST-10460,58,42,4885.648389737144,7,72.9755423394639,0,0.17152902762659344,0.07591366564629684,27,Web,116.32,Female,0.1723
CUST-10461,16,35,2313.1744107340637,4,71.00319241365816,0,0.15986298823067285,0.021447064150286504,51,Mobile App,66.09,Female,0.1016
CUST-10462,24,31,3279.8460112075036,5,71.54516203905047,3,0.22192960862250732,0.09370635176441752,59,Web,105.8,Male,0.1727
CUST-10463,53,42,1843.4160586517935,5,76.33722330145619,0,0.19330459529672514,0.04856649888467229,45,In-Store,43.89,Female,0.1479
CUST-10464,113,24,768.5959258007924,3,72.33156891541212,3,0.8751912802346337,0.17858252906939998,44,Mobile App,32.02,Female,0.321
CUST-10465,288,45,2844.543628655044,6,17.85059193887411,6,0.38328553083088324,0.08694170271002077,42,Web,63.21,Male,0.7039
CUST-10466,132,19,389.4065117076694,4,47.51128671060956,3,0.960896317094728,0.06223449339640683,34,Mobile App,20.5,Male,0.3703
CUST-10467,175,28,4286.773691076394,3,14.054821340547866,3,0.2546986287665214,0.1815126924869626,66,In-Store,153.1,Female,0.5526
CUST-10468,17,1,300.21585889343896,2,50.02509069126695,0,0.24049698627959565,0.03314054681248824,28,Web,300.22,Male,0.1593
CUST-10469,113,20,6665.381891952527,8,40.879495979704686,4,0.49377929199593096,0.02161781923196163,68,In-Store,333.27,Male,0.3598
CUST-10470,21,1,168.9851109768315,1,65.64840435056689,0,0.30312983514406905,0.017541240675992976,45,Web,168.99,Female,0.1205
CUST-10471,299,53,1976.2999971745728,3,25.162652231224577,10,0.33764387847243027,0.10778668852675759,48,In-Store,37.29,Male,0.7576
CUST-10472,332,36,6596.621950523628,4,34.57224903095502,3,0.27650052740807596,0.12067716869012803,58,Web,183.24,Male,0.6961
CUST-10473,29,53,15221.725793408332,6,92.99663835091846,2,0.10114874030966009,0.03291946711134136,25,Mobile App,287.2,Male,0.0932
CUST-10474,246,38,6780.2646087024905,3,15.595402933299123,8,0.4288017271929662,0.2495248744756312,39,In-Store,178.43,Female,0.7312
CUST-10475,294,17,4860.33547537905,5,19.575005074434596,6,0.37783390819302465,0.2117859239298091,58,In-Store,285.9,Male,0.7494
CUST-10476,266,51,3201.7320453613443,6,23.294912006685827,11,0.4141124306822973,0.19262906476522967,66,Web,62.78,Female,0.7579
CUST-10477,326,42,7360.718725629835,4,35.017951270658344,4,0.2819787363666747,0.148386686084006,48,Web,175.26,Female,0.7085
CUST-10478,35,30,2580.9533319986067,7,63.787067916347134,1,0.32170530399807395,0.0767826091399584,27,Mobile App,86.03,Male,0.1766
CUST-10479,24,77,8731.691514981037,7,90.29525175691258,2,0.07556236887207655,0.05075662141618105,27,Web,113.4,Female,0.0991
CUST-10480,10,47,5430.602560582405,9,93.88568127012708,0,0.23856622828265234,0.06662184231454298,40,Mobile App,115.54,Female,0.0512
CUST-10481,10,1,127.41910362998836,1,70.80240807983279,0,0.26918115518247726,0.015333870263136724,27,Mobile App,127.42,Male,0.0918
CUST-10482,19,46,917.7868926234542,4,42.7954735898705,2,0.7599136395208217,0.16322822897757547,22,Mobile App,19.95,Male,0.2484
CUST-10483,56,38,1976.6094982654993,7,60.4579835650886,0,0.3497525928380897,0.023625489544152736,35,Web,52.02,Female,0.1834
CUST-10484,119,41,388.78363245608364,4,54.463212757635795,4,0.6990961832395924,0.1716963827146341,46,Web,9.48,Male,0.3841
CUST-10485,52,45,994.2383220738177,3,60.62912646208913,4,0.8611170202673439,0.07411352288456761,38,Web,22.09,Male,0.2444
CUST-10486,6,3,320.3315725284632,2,68.44648987706219,1,0.31135305207371267,0.011145323214101993,32,Mobile App,106.78,Male,0.1033
CUST-10487,23,36,3884.414002853516,9,90.27368633870427,1,0.16467340833438665,0.018995024726373714,53,Mobile App,107.9,Female,0.0747
CUST-10488,109,19,936.0091543536018,4,46.785673978748676,4,0.9066130850883178,0.11968551849555735,26,Mobile App,49.26,Male,0.3722
CUST-10489,12,66,5269.508255803728,9,82.48358719404624,1,0.2252210385196085,0.02944268366244828,30,Mobile App,79.84,Female,0.0825
CUST-10490,22,108,5225.8089151505455,6,79.77824207846221,0,0.17404696979222412,0.04813607596932689,28,Mobile App,48.39,Male,0.0967
CUST-10491,26,54,4976.153402768285,7,95.15558789149274,0,0.05778599266513349,0.012521317280399848,41,Mobile App,92.15,Male,0.0519
CUST-10492,16,27,1755.705261114735,7,71.26558562770423,1,0.3032001430340327,0.02430021654445719,25,Mobile App,65.03,Female,0.1144
CUST-10493,26,40,1919.608110193459,4,67.98973565649996,1,0.3447513484810094,0.022005270978400854,43,Mobile App,47.99,Male,0.1355
CUST-10494,211,57,8315.96562700074,4,16.87982318485726,10,0.4725985009535152,0.134844050445041,47,Web,145.89,Male,0.6668
CUST-10495,22,41,13903.242363872727,8,80.22510031147564,2,0.1266794282116518,0.021779501195539896,35,Mobile App,339.1,Female,0.1118
CUST-10496,86,41,1580.489174671765,3,56.43309482938227,1,0.7041768671281485,0.17722010770614877,42,Mobile App,38.55,Male,0.2983
CUST-10497,13,105,4921.111429320746,7,94.73613867496434,1,0.15825402218833562,0.055190052699919966,25,Mobile App,46.87,Male,0.0619
CUST-10498,25,68,15202.528106067193,6,78.41209072089349,1,0.11712209085396855,0.07849678278723984,27,Mobile App,223.57,Male,0.1269
CUST-10499,41,23,2062.9872435225006,4,60.879017832215965,2,0.22331652143570754,0.11211584939341165,40,Mobile App,89.7,Male,0.2163
CUST-10500,43,43,943.7940939368941,2,59.881382588786465,2,0.8253244535798872,0.12776190134514798,35,Web,21.95,Male,0.2268
CUST-10501,84,23,938.5278586776507,3,74.3015026485415,3,0.67375370744474,0.1747701668798158,42,Mobile App,40.81,Male,0.2751
CUST-10502,136,34,1080.153963943872,2,41.0139428634082,4,0.8720245589263123,0.06531273841830364,24,Mobile App,31.77,Female,0.4055
CUST-10503,3,54,17926.16342837331,6,81.24560083083665,2,0.20164769514081826,0.058721443263765466,48,Web,331.97,Male,0.0956
CUST-10504,20,3,396.01910355503674,2,62.05287643834488,0,0.12503446726074213,0.03874902497335392,43,Web,132.01,Female,0.1352
CUST-10505,28,24,1628.7222745658146,5,63.789697797557984,0,0.3869843365949128,0.077188258826611,35,Web,67.86,Female,0.1546
CUST-10506,24,98,11850.906341242227,8,84.90282424587423,1,0.10000328984322093,0.050638080864073697,47,Web,120.93,Male,0.1
CUST-10507,29,42,4562.266635227271,7,83.14351581103548,0,0.3255990356351067,0.07570659326839171,57,Mobile App,108.63,Non-Binary,0.1071
CUST-10508,21,44,14780.782087778583,8,76.21926215253461,1,0.22062563438204735,0.07535063192046826,50,Mobile App,335.93,Male,0.1258
CUST-10509,59,41,3776.0750505753963,6,79.74870674417596,0,0.16294586098576685,0.11161491964470573,32,Mobile App,92.1,Female,0.1687
CUST-10510,305,41,5233.719063832381,4,20.715575236314592,10,0.32684700886697626,0.24391778727483726,63,Web,127.65,Female,0.8223
CUST-10511,47,17,1347.8415377028705,3,74.7566559991369,2,0.6950030837235911,0.09319227498723129,25,Mobile App,79.28,Non-Binary,0.1836
CUST-10512,132,56,8092.075446010434,4,24.347477667287535,4,0.24854268784315978,0.19771003301985796,48,Web,144.5,Male,0.4859
CUST-10513,23,29,2071.277300806096,5,71.48365928318353,3,0.2547645996657738,0.0882476379049318,29,Web,71.42,Non-Binary,0.1697
CUST-10514,55,19,4391.760815213271,4,79.4139367946305,2,0.35152418699018684,0.05534774751283787,39,Web,231.15,Female,0.1703
CUST-10515,13,63,5431.184315744371,8,94.74089383015605,1,0.13332781154769585,0.05068138348265785,49,Mobile App,86.21,Male,0.0603
CUST-10516,43,23,3836.6059975413227,7,63.688796170717495,3,0.17200150687786306,0.1093534583498437,61,Web,166.81,Male,0.2236
CUST-10517,299,26,5916.309494100947,5,10.011653875978778,10,0.31255855753036366,0.08906606475845602,39,Web,227.55,Female,0.7892
CUST-10518,13,36,3676.9445486116456,8,91.6547626672104,1,0.10035981178139056,0.03419871954527436,35,Web,102.14,Female,0.0626
CUST-10519,29,51,16539.275204407997,7,77.5409836371151,0,0.1563322047528966,0.047644805431896364,29,Mobile App,324.3,Male,0.1118
CUST-10520,17,1,255.75049225294103,2,50.210296774765474,1,0.32915333318248563,0.041000077074741376,33,Mobile App,255.75,Female,0.1739
CUST-10521,6,2,71.57611536258273,1,77.13621304782876,0,0.1434761029529437,0.03639382213320387,26,Web,35.79,Female,0.0775
CUST-10522,18,40,1171.2483888778818,4,70.46070871320558,4,0.8092568246321252,0.16878322870032733,23,Mobile App,29.28,Female,0.2048
CUST-10523,51,32,2807.482001136782,4,80.43531138172776,0,0.2607285245104909,0.02341755890410874,36,Mobile App,87.73,Female,0.1266
CUST-10524,170,48,4892.696462845505,6,13.206926957475194,11,0.40337852673842556,0.21951914216863078,51,In-Store,101.93,Female,0.6605
CUST-10525,299,25,4357.695724779619,4,39.026112252289806,8,0.4880565290029776,0.18896187737418985,34,In-Store,174.31,Female,0.725
CUST-10526,18,48,10216.004392894454,7,94.74083506522072,2,0.16050019348157785,0.046411892461752584,37,Web,212.83,Female,0.0783
CUST-10527,13,2,310.5839432279672,1,59.329762914212296,0,0.2932876854722325,0.006215965379782529,30,Mobile App,155.29,Male,0.1216
CUST-10528,132,25,764.7483368086619,2,64.73358611216854,2,0.9157724411299865,0.11468614148189302,47,Mobile App,30.59,Female,0.3322
CUST-10529,40,36,1554.3121458679605,4,45.098007019960846,4,0.8444891471587046,0.08649502182726923,37,Web,43.18,Female,0.2709
CUST-10530,144,58,9247.881189188263,1,92.04018488017631,4,0.351600784668327,0.18417655588005097,69,Mobile App,159.45,Female,0.3286
CUST-10531,156,28,5927.741064623981,6,18.93114052623128,8,0.22149562939507583,0.1297392030475756,64,In-Store,211.71,Male,0.5596
CUST-10532,28,44,4212.004407636846,5,66.37008165079239,0,0.27673252901929857,0.08873899126857146,36,Web,95.73,Female,0.152
CUST-10533,52,40,850.6205603891424,2,44.12601232008018,3,0.6960488109763234,0.14222471474701565,33,Mobile App,21.27,Female,0.2958
CUST-10534,1,49,14372.836084328761,7,91.04574352134993,0,0.1792900180249214,0.07216273450520826,37,Mobile App,293.32,Female,0.0478
CUST-10535,61,19,700.2223501447373,4,41.983648286776535,1,0.772126137004388,0.16000405296894657,27,Mobile App,36.85,Male,0.2944
CUST-10536,85,16,819.5737256789722,4,53.559095220799215,4,0.7690493163108091,0.06412961019838946,47,Web,51.22,Male,0.3039
CUST-10537,16,80,14449.43745295534,8,87.05978104384637,1,0.06603735136242267,0.04337872144131871,36,Web,180.62,Female,0.0812
CUST-10538,60,42,947.3873953747136,4,64.86114834668652,4,0.7940596216273026,0.11723305958700712,38,Mobile App,22.56,Male,0.2591
CUST-10539,239,55,4832.066046898825,5,43.47468677622048,9,0.3072731302873438,0.1454939076180643,33,In-Store,87.86,Female,0.6297
CUST-10540,47,4,462.59733770092413,1,37.35199689266407,7,0.9516983734721799,0.23321787561143492,36,In-Store,115.65,Female,0.3862
CUST-10541,59,42,3444.2757331446596,6,70.64932580549784,1,0.21632659253010472,0.08675482723343372,58,Mobile App,82.01,Male,0.1956
CUST-10542,249,24,3472.511336215508,6,42.14785527409925,10,0.4720633926191406,0.2260458328151877,52,Web,144.69,Female,0.6861
CUST-10543,20,26,2382.01984923984,7,61.255328036439316,3,0.2743452861023191,0.034811092488902295,54,Web,91.62,Male,0.1734
CUST-10544,12,2,392.6894286684088,1,53.89344775165475,0,0.1032731239247118,0.00887361191304752,47,Mobile App,196.34,Female,0.1347
CUST-10545,18,3,393.22737794652625,2,69.61097364037877,1,0.12167912711078491,0.045332214992531684,49,Web,131.08,Male,0.1282
CUST-10546,21,47,563.7740034059086,2,58.65003708015189,3,0.7778237614398057,0.056786612247362776,18,Web,12.0,Female,0.1886
CUST-10547,41,17,1258.8938431318854,4,43.45613515433099,2,0.6706771354805217,0.10026700699477464,36,Web,74.05,Female,0.2559
CUST-10548,2,1,83.56493939759746,1,77.57670542991674,0,0.1840449111683597,0.01377415826851971,29,Mobile App,83.56,Male,0.0634
CUST-10549,48,34,1413.8718350574468,4,40.43506093040363,3,0.9533881616210772,0.10683861659556618,41,Mobile App,41.58,Male,0.2878
CUST-10550,16,85,4293.624250412296,9,86.48891659117254,1,0.09392698571891381,0.010015892675277888,28,Mobile App,50.51,Female,0.0715
CUST-10551,92,35,1247.0527936509552,2,66.63509197160083,4,0.9703536789671064,0.053239116359171036,42,Mobile App,35.63,Male,0.2772
CUST-10552,197,17,7182.476886094727,3,38.951254733030446,10,0.20857676298191452,0.09122109363208852,47,In-Store,422.5,Male,0.5779
CUST-10553,113,14,399.5309865765412,2,59.50458988570115,3,0.8323885097634842,0.1430910473879372,39,Web,28.54,Male,0.3412
CUST-10554,20,95,14883.426855173253,8,96.48135849599599,1,0.17974942277900363,0.03932788416456671,41,Mobile App,156.67,Female,0.0618
CUST-10555,123,19,4745.847037493068,4,23.076383077578885,11,0.3939405561294649,0.19680504025762968,59,Web,249.78,Male,0.5639
CUST-10556,14,23,4218.240260304181,4,62.99733467862183,3,0.24594348258890594,0.03415488509878233,41,Web,183.4,Male,0.1606
CUST-10557,2,3,71.87920074512708,1,57.307818681716384,0,0.22184923639142767,0.041787494300706156,36,Mobile App,23.96,Female,0.1234
CUST-10558,294,59,8898.587447326097,4,51.894343650466155,1,0.6621922742835205,0.020865701891873388,18,Mobile App,150.82,Female,0.5425
CUST-10559,241,23,11738.228217965918,8,89.59984858673938,4,0.9460742942387682,0.12242913368880155,32,Mobile App,510.36,Female,0.4469
CUST-10560,110,21,833.6002170982001,4,67.67625581228877,1,0.6583693864630403,0.0512380362298143,32,Mobile App,39.7,Male,0.2611
CUST-10561,23,3,69.00631307425789,1,61.8190413794343,0,0.28480998911638766,0.035623536867548454,42,Mobile App,23.0,Male,0.1388
CUST-10562,19,16,441.3692366590416,2,67.60876023823185,2,0.9273075997024463,0.17499913667943018,24,Web,27.59,Female,0.1903
CUST-10563,19,44,780.068747014725,2,45.24757413390037,1,0.8707695634472914,0.06442174792703811,38,Web,17.73,Female,0.1969
CUST-10564,353,54,5814.175508598715,3,17.84734342730951,3,0.3311236274869036,0.0840864084332895,39,In-Store,107.67,Male,0.7545
CUST-10565,36,34,4965.615277707514,5,77.09248864311552,0,0.26205700363152223,0.06466019011066558,47,Mobile App,146.05,Male,0.1281
CUST-10566,177,49,11254.32321663714,1,63.704270212259026,0,0.3774024351143124,0.03343813406228717,53,In-Store,229.68,Female,0.3444
CUST-10567,111,37,670.0257980813359,4,50.64620989360417,2,0.8565390709865695,0.17337744050334636,22,Web,18.11,Female,0.3582
CUST-10568,43,35,1862.5900249911783,7,82.02973092235773,2,0.21785375187991812,0.08458348519168964,31,Web,53.22,Male,0.157
CUST-10569,187,40,8624.611955771717,6,11.556610944378122,9,0.49680939276555885,0.18380915132740216,64,In-Store,215.62,Female,0.651
CUST-10570,106,34,764.2155199126236,4,49.87215874124177,1,0.9076462299175807,0.1167351054842422,41,Mobile App,22.48,Female,0.3219
CUST-10571,269,61,5289.996124808598,1,36.81669101000328,2,0.8930599124360573,0.12017212523303164,58,Web,86.72,Male,0.5915
CUST-10572,71,33,858.3078781857216,3,74.55531502486915,3,0.6738478027251774,0.1326863808156333,19,Mobile App,26.01,Male,0.2426
CUST-10573,83,29,531.322122732871,4,40.92171867574469,3,0.8586905531739986,0.07922367410819237,45,Mobile App,18.32,Male,0.3253
CUST-10574,349,23,8985.94575643853,5,27.770583740428336,7,0.3080419598270019,0.14147683808784464,63,Web,390.69,Female,0.7933
CUST-10575,29,38,10160.528715219501,6,86.81079103390891,0,0.24600651505709542,0.04448326657950088,37,Mobile App,267.38,Non-Binary,0.0875
CUST-10576,30,37,8023.362282573568,1,59.13894061558381,7,0.9492541298167894,0.07832092792011128,31,Web,216.85,Female,0.2569
CUST-10577,46,28,3310.0262679935704,7,80.90198187917096,1,0.3460467948080199,0.0963285190203159,54,Web,118.22,Female,0.1554
CUST-10578,9,3,71.82783113390157,1,58.33601505806709,0,0.2719002207643601,0.03801625375136067,32,Web,23.94,Male,0.1292
CUST-10579,87,42,328.4237330172142,2,65.46257019687559,4,0.7551394623443426,0.10788510366360299,20,Mobile App,7.82,Female,0.2915
CUST-10580,44,28,1302.632055608506,4,64.4221983593346,3,0.7481348698155044,0.14501913051252635,41,Web,46.52,Male,0.2351
CUST-10581,21,41,4021.4562418232003,5,79.49901151350983,0,0.16047009845969387,0.0703068322632028,61,In-Store,98.08,Female,0.1035
CUST-10582,17,1,126.68270838469509,2,74.61348370768064,0,0.10946640302676261,0.001582605124177733,20,Mobile App,126.68,Female,0.0873
CUST-10583,18,29,3799.728138865309,6,82.11429967645657,2,0.35512411116446374,0.024470693141886195,41,Web,131.03,Female,0.1025
CUST-10584,74,43,1488.6899888189962,3,47.45367902757148,3,0.8662258409746888,0.08511665228673529,36,Web,34.62,Male,0.2986
CUST-10585,54,34,4041.3712392929647,5,74.37715903462788,0,0.30085439461807084,0.05891230096150302,32,Mobile App,118.86,Male,0.1577
CUST-10586,25,36,1569.76540557691,4,73.2488130831758,3,0.7663442243054328,0.13685871019572016,22,Mobile App,43.6,Female,0.1842
CUST-10587,22,1,370.65090454853197,2,65.03637346912119,0,0.12611344282246817,0.0032608852725792173,40,Web,370.65,Non-Binary,0.1186
CUST-10588,174,16,6734.927685890311,6,17.84667445937896,5,0.4911252438160591,0.09033291322239388,35,In-Store,420.93,Male,0.5364
CUST-10589,26,24,1780.2219088513796,5,81.02768272347176,0,0.1711915386065833,0.10076258695629751,57,Mobile App,74.18,Female,0.1166
CUST-10590,13,1,305.8951989513498,1,57.35396205123659,0,0.11981229661034637,0.04728608774616611,24,Mobile App,305.9,Male,0.1402
CUST-10591,18,19,592.7279528623785,3,49.16508668304384,2,0.9682969652120139,0.06230469635226493,28,Web,31.2,Male,0.1975
CUST-10592,19,39,2867.5110478911847,5,70.28889366362569,0,0.3170901755293485,0.09401493936975908,57,Web,73.53,Male,0.1316
CUST-10593,195,46,3789.1107297462586,5,39.076630338462934,10,0.46161892075442656,0.18686283743074955,40,Web,82.37,Male,0.6067
CUST-10594,1,2,435.50938210412255,2,72.64117646081283,1,0.17899286054822566,0.011176869302935261,22,In-Store,217.75,Male,0.086
CUST-10595,17,1,392.0933348699692,2,62.1838703573307,1,0.16404748560035387,0.041022824376446936,26,Mobile App,392.09,Female,0.144
CUST-10596,21,33,1621.5898160567351,6,60.34872546729779,2,0.3012004404609909,0.06801262290142092,28,Web,49.14,Male,0.1756
CUST-10597,31,37,1184.496459576854,4,48.32300914861604,2,0.8233024563967126,0.08141616534869558,18,Mobile App,32.01,Female,0.2238
CUST-10598,293,55,3851.4945997808227,4,30.04636407368569,11,0.3472795192449396,0.15389806743242251,62,Web,70.03,Female,0.7651
CUST-10599,45,36,4258.559258474972,6,74.44153591799159,3,0.26247819527137634,0.10583733797610624,26,Web,118.29,Female,0.1983
CUST-10600,35,38,3574.9820171227757,6,83.39689923515249,3,0.2897653219413129,0.08694985765506945,43,Web,94.08,Female,0.1559
CUST-10601,50,44,1818.274074695644,7,78.90010604435193,0,0.1817756534426851,0.05567231693089063,58,Mobile App,41.32,Male,0.1398
