Customer_ID,Recency_Days,Frequency_Orders,Monetary_Spend,Category_Diversity,Engagement_Score,Support_Tickets,Discount_Ratio,Return_Rate,Age,Preferred_Channel,Avg_Order_Value,Gender,Churn_Risk_Index,R_Score,F_Score,M_Score,RFM_Score_Sum,RFM_Group,KMeans_Cluster,DBSCAN_Cluster,HAC_Cluster,GMM_Cluster,PCA_1,PCA_2,PCA_3
CUST-11412,26,61,6687.998367350165,8,78.25587521184906,0,0.07670684663214988,0.037068751499122345,52,Mobile App,109.64,Female,0.1023,4,5,4,13,454,1,0,0,1,-1.363562064194531,2.3727251001026297,-0.42442501590444487
CUST-11413,315,53,7362.014152929887,5,38.4140632123764,6,0.22205248304080258,0.11257097454350917,48,In-Store,138.91,Female,0.698,1,5,5,11,155,2,0,1,2,2.516625224685843,1.0257048911194138,0.9641083063968764
CUST-11414,253,45,5044.299329545918,5,22.219174455048815,7,0.2333139161875695,0.24508793642200827,42,In-Store,112.1,Female,0.7102,1,4,4,9,144,2,0,1,2,3.6532080808574663,0.5849379039423019,1.014291209433036
CUST-11415,252,32,6018.4248891820425,3,25.117669817721684,3,0.3307438523327462,0.10526657035418946,59,In-Store,188.08,Male,0.605,1,3,4,8,134,2,0,1,2,2.371696007643052,0.09482215010403679,1.4580624305026617
CUST-11416,41,29,3053.2425274881753,6,62.76209069920162,0,0.15955069593934776,0.08152148965969139,37,Mobile App,105.28,Male,0.1764,3,3,3,9,333,1,0,0,1,-0.5928313065530932,0.948980483805341,0.10677778407051454
CUST-11417,48,21,3760.3380801792264,4,70.74544245353455,0,0.298379223028466,0.04074773276564708,32,Web,179.06,Male,0.1525,3,2,3,8,323,1,0,0,1,-0.8195404052002622,0.49833207004939395,0.5719446872556763
CUST-11418,63,40,1359.7249035794844,2,66.18271955713314,4,0.8621705999682445,0.15323066565197466,26,Mobile App,33.99,Female,0.2719,2,4,2,8,242,0,0,3,0,0.894681924078302,-1.5055259777891503,-1.921935953211496
CUST-11419,123,16,6313.648894637163,4,28.48517582783774,7,0.3474434703255339,0.1133249642895963,53,In-Store,394.6,Female,0.4726,2,1,4,7,214,2,0,1,2,1.6510955937744973,0.40126860488465116,2.0651399748399597
CUST-11420,20,79,8253.653883325493,6,96.3656789230985,0,0.11776469648456148,0.0766443712647302,44,Mobile App,104.48,Female,0.062,4,5,5,14,455,1,0,0,1,-1.492131141964014,2.151289393170498,-0.7761829459303012
CUST-11421,149,42,1286.7785728703043,2,57.066432357557645,1,0.8683896880434246,0.1572441128481621,31,Mobile App,30.64,Female,0.3764,2,4,2,8,242,0,0,3,0,1.6811399623426446,-1.6607603912952806,-1.833096508125667
CUST-11422,32,19,1358.2261685299154,3,62.25688013383461,4,0.7482428907265588,0.08680757143789045,30,Web,71.49,Male,0.2171,3,2,2,7,322,0,0,3,0,-0.048329463951757565,-1.1586570270813075,-0.722514062609645
CUST-11423,16,93,15147.05111763969,6,91.92098175248623,2,0.06639314692873244,0.055278606024846674,27,Web,162.87,Male,0.0855,4,5,5,14,455,1,0,0,1,-1.4155162701465296,2.6721797914859224,-0.17436937143366577
CUST-11424,238,42,7886.4128785630255,4,31.703833620565504,11,0.45831228035788946,0.11666753255539056,45,Web,187.77,Female,0.6732,1,4,5,10,145,2,0,1,0,2.665561395250707,0.4943708409670898,0.928746833926077
CUST-11425,12,3,331.00288414601675,2,64.9817995075048,0,0.17110981682827475,0.04595513506390495,39,Mobile App,110.33,Female,0.1193,5,1,1,7,511,3,1,2,3,-2.150672943410003,-1.814116122390201,1.2037576494874658
CUST-11426,47,32,1809.8281032515495,5,60.98523838225975,2,0.1900772598788922,0.07445312929045081,34,Web,56.56,Female,0.2117,3,3,2,8,332,1,0,0,1,-0.31681435922066264,0.2719620254397113,-0.24680964636575925
CUST-11427,41,23,3269.797251005768,4,75.44532986473216,3,0.31390735302857936,0.04392588627514639,42,Mobile App,142.17,Male,0.1697,3,2,3,8,323,1,0,0,1,-1.0248262898506004,0.39077177882223174,0.15185166152570972
CUST-11428,17,40,930.1122975844455,2,55.63302953033154,4,0.8029051825530955,0.14521854301816173,32,Mobile App,23.25,Female,0.2326,4,4,2,10,442,0,0,3,0,0.3662417080142555,-1.7754253740835317,-2.0103397870146362
CUST-11429,20,18,2238.072442125733,4,78.57133077785991,0,0.16952742218778905,0.06274151201877094,28,Web,124.34,Male,0.1019,4,2,3,9,423,1,0,0,1,-1.4587497577184125,0.33532966619639815,0.4362374983214441
CUST-11430,267,17,6990.808850429947,3,16.13296295559605,7,0.3816767820715371,0.24739313405746927,34,In-Store,411.22,Female,0.7454,1,1,5,7,115,2,0,1,2,3.824023967748023,0.026549285403254155,2.438740491888019
CUST-11431,12,42,3817.391390328627,5,78.4890812027817,3,0.27545509388512773,0.06376463026576021,48,Mobile App,90.89,Male,0.129,5,4,3,12,543,1,0,0,1,-1.3722434708300655,0.9097788985294201,-0.5362330975978084
CUST-11432,71,33,1429.644186951004,2,48.15834600547896,1,0.7050566362417361,0.08246313377255035,21,Web,43.32,Female,0.2669,2,3,2,7,232,0,0,3,0,0.7274891804050126,-1.4173741302130787,-1.001113822505928
CUST-11433,21,31,2346.3681881220364,7,79.21836983447007,2,0.38471494410891444,0.0807332090920629,26,Mobile App,75.69,Female,0.1326,4,3,3,10,433,1,0,0,1,-1.0638761081463863,0.9008843143374572,-0.91948069498754
CUST-11434,25,88,8049.051522314393,8,86.68948605165446,1,0.2296523254585412,0.06805326835988987,44,Mobile App,91.47,Male,0.1027,4,5,5,14,455,1,0,0,1,-1.0905072371071372,2.4193121389470194,-1.102769559595286
CUST-11435,3,50,17873.316787637683,7,75.2809586575417,1,0.15649853988742934,0.04141971501722958,47,Mobile App,357.47,Female,0.0922,5,5,5,15,555,1,0,0,1,-1.9294541676722097,2.7812500428721396,0.5610770661375655
CUST-11436,55,20,3806.2997787715994,6,79.86994387051942,3,0.2712480711443749,0.05055764593278257,48,Web,190.31,Male,0.18,3,2,3,8,323,1,0,0,1,-0.8529442913894311,1.117563756986858,0.46163213465406394
CUST-11437,195,54,4465.652297939809,6,28.090462307811606,10,0.21648736239501992,0.23996262561401893,46,In-Store,82.7,Male,0.6519,1,5,4,10,154,2,0,1,2,3.269173997552896,0.8347785746539025,0.5477386429793972
CUST-11438,47,38,2591.615524315486,4,70.51900519441152,1,0.17998504596438394,0.09258936605836354,44,Web,68.2,Male,0.1814,3,4,3,10,343,1,0,0,1,-0.3849487228672591,0.3885756800893642,-0.21628630963277817
CUST-11439,20,25,3038.795069207077,5,76.98291663283884,2,0.28464584646355084,0.04504434017536037,61,Web,121.55,Male,0.125,4,2,3,9,423,1,0,0,1,-1.297312449183607,0.6914182009419557,0.044721295879858985
CUST-11440,51,30,3982.1324632804162,6,75.38727399166798,2,0.3220732496068137,0.041972275011039686,41,Web,132.74,Female,0.1704,3,3,4,10,334,1,0,0,1,-0.7171287949650288,1.092503655541836,-0.05692949547180921
CUST-11441,21,3,197.5016683123624,2,77.57619901689851,1,0.1660572291194085,0.047167509516972156,49,Web,65.83,Male,0.113,4,1,1,6,411,3,1,2,3,-2.1210400121071276,-2.095852508115822,0.784686994994223
CUST-11442,20,42,2063.2795392084645,7,78.3795985887831,3,0.3093262066070811,0.09394179136658656,34,Web,49.13,Female,0.1503,4,4,3,11,443,1,0,0,1,-0.7988042993365881,0.9314190831089578,-1.1028253879372856
CUST-11443,7,51,14919.4617449523,9,84.27175615383518,0,0.12171569230497464,0.055964175159551335,42,Web,292.54,Male,0.0676,5,5,5,15,555,1,0,0,1,-1.709548903657902,3.2773932815481754,0.320510121543355
CUST-11444,2,1,414.75116623229326,1,61.373057184994636,1,0.18258572648319638,0.0027347836387587587,33,In-Store,414.75,Male,0.1127,5,1,1,7,511,3,1,2,3,-3.001440063769642,-1.8271694006690378,2.8806856261594076
CUST-11445,345,25,2057.5777731408566,3,14.744070926403019,4,0.2587351420581215,0.21821870521436237,41,Web,82.3,Male,0.8085,1,2,3,6,123,2,0,1,0,3.7307200655572554,-0.7655754593069192,1.2418605081740792
CUST-11446,48,37,1772.1421207201447,4,50.35803141308227,1,0.95782031157213,0.11886555270680191,24,Web,47.9,Female,0.242,3,3,2,8,332,0,0,3,0,1.0034847999750174,-1.00406250286036,-1.6326031190074772
CUST-11447,185,51,7169.833757348315,6,20.561514503758076,7,0.4026200664258671,0.12789312651205603,57,Web,140.58,Female,0.5822,1,5,5,11,155,2,0,1,0,2.6374794479422725,0.9457127586143284,0.6262861527174429
CUST-11448,92,26,720.7012064043395,4,72.31459302237423,4,0.8488067069210612,0.07556923234468854,43,Mobile App,27.72,Male,0.2704,2,2,2,6,222,0,0,3,0,0.16732787459773074,-1.461311299507371,-2.0536499796338594
CUST-11449,57,40,2254.143014622239,7,62.10676397951914,1,0.3504368542114402,0.09482768202543754,37,In-Store,56.35,Female,0.2169,2,4,3,9,243,1,0,0,1,0.11109074868954515,0.7644734491824996,-0.7222883137459576
CUST-11450,10,42,7663.500392226345,9,93.17956523494601,0,0.17691648351006078,0.0658539911731126,39,Mobile App,182.46,Female,0.0527,5,4,5,14,545,1,0,0,1,-1.901870879444161,2.7364650282837935,-0.3428992530773087
CUST-11451,12,34,3199.235619080554,7,71.66551878347117,3,0.2875738807957824,0.04712685864831767,33,Web,94.1,Female,0.1405,5,3,3,11,533,1,0,0,1,-1.2442355825500073,1.2348607054709702,-0.3710041846181776
CUST-11452,31,35,2134.640496365096,6,72.45529216780609,3,0.18646728173847402,0.03852233308309379,31,Mobile App,60.99,Male,0.1617,3,3,3,9,333,1,0,0,1,-1.1904707932327259,0.7400604073884822,-0.5744341919142841
CUST-11453,8,1,363.1456248375994,1,63.74046854735314,0,0.31298434918756085,0.023912519434582915,49,In-Store,363.15,Female,0.1096,5,1,1,7,511,3,1,2,3,-2.3526709002066357,-2.07961477589617,2.4797567239170237
CUST-11454,13,43,3867.3894527280886,5,70.6338818582171,0,0.25635387356812916,0.10905511487694655,46,Mobile App,89.94,Male,0.1276,5,4,4,13,544,1,0,0,1,-0.881459920003801,0.8808505756961122,-0.43826085413223076
CUST-11455,17,2,184.9385797708552,1,61.27837180503491,0,0.34604683511149126,0.015771235215835216,45,Mobile App,92.47,Female,0.1253,4,1,1,6,411,3,1,2,3,-2.123484768418,-2.7498095749339644,0.9957282207800249
CUST-11456,15,43,14541.904159903348,9,95.8048489274602,1,0.06682136122299949,0.05906783920213841,34,Mobile App,338.18,Female,0.0632,5,4,5,14,545,1,0,0,1,-1.8638725879006695,3.375774453273961,0.32155923556018234
CUST-11457,76,27,845.5584217190042,3,44.07846637515631,2,0.926210946677903,0.10424976947513868,24,Web,31.32,Female,0.3037,2,2,2,6,222,0,0,3,0,1.167842375613909,-1.8819133156351218,-1.5687913951551238
CUST-11458,22,2,405.8085153134858,2,71.12122962315962,1,0.3428138449732233,0.031629378823947944,28,Web,202.9,Female,0.1254,4,1,1,6,411,3,1,2,3,-1.8993937381901371,-1.785038225052848,1.5615723671075568
CUST-11459,1,2,309.5360017778936,1,54.266148324709,0,0.28713145672239293,0.0014845464209242599,22,Mobile App,154.77,Male,0.1162,5,1,1,7,511,3,1,2,3,-2.9929815538028834,-2.3025615065242495,1.6160436714814879
CUST-11460,203,20,7381.027901126439,4,19.53507110239395,4,0.30442670967550495,0.11839657087576895,53,Web,369.05,Female,0.5687,1,2,5,8,125,2,0,1,0,2.292362921076507,0.5035411902498608,2.1190428524370093
CUST-11461,309,57,5449.9556070535755,5,29.062366946625033,7,0.48853745114336544,0.22177137351087334,43,In-Store,95.61,Female,0.7621,1,5,4,10,154,2,0,1,2,3.842379399862161,0.39618404221718906,0.28807657167203476
CUST-11462,355,56,8901.14218052807,5,17.164208611762664,6,0.3548338550245443,0.12473745927478155,40,Web,158.95,Non-Binary,0.81,1,5,5,11,155,2,-1,1,0,3.4478767139134905,0.8325703710728448,1.097410159215563
CUST-11463,33,29,3455.178179031663,7,71.61456911098115,1,0.19428036440060487,0.06286648243894848,25,In-Store,119.14,Female,0.1496,3,3,3,9,333,1,0,0,1,-0.8392920547341726,1.3569260158243222,0.12930479590580934
CUST-11464,51,35,4972.846702013927,7,61.12202541181795,0,0.28139484351556043,0.06966452123895044,38,Mobile App,142.08,Female,0.1903,3,3,4,10,334,1,0,0,1,-0.3205940374241364,1.4359139688245748,-0.007378494686028612
CUST-11465,26,81,10832.602784829924,6,75.61942542871637,2,0.1540898808330572,0.0796207392324682,33,Mobile App,133.74,Female,0.1481,4,5,5,14,455,1,0,0,1,-0.7146980577703337,2.1305321558773804,-0.3282981396125339
CUST-11466,37,31,2171.426401103537,7,60.55336127573743,2,0.31731427314491206,0.02718145837639157,48,Web,70.05,Female,0.1834,3,3,3,9,333,1,0,0,1,-0.6869378717161349,0.7744973328508266,-0.4441934019870197
CUST-11467,51,30,3521.8029862310245,6,84.71476197565829,0,0.39849943335341775,0.07435402377305708,54,In-Store,117.39,Male,0.1329,3,3,3,9,333,1,0,0,1,-0.6999178841819987,0.9627902161909011,-0.3642726917704658
CUST-11468,6,3,421.5039450028419,2,75.6417508825216,0,0.1646237988837848,0.005117101608599889,45,Mobile App,140.5,Male,0.0708,5,1,1,7,511,3,1,2,3,-2.9989258889383814,-1.5234844660186238,1.263164314853497
CUST-11469,3,94,15868.63710427672,8,82.33672846289237,2,0.10369497137803137,0.0439695911993421,42,Mobile App,168.82,Male,0.0879,5,5,5,15,555,1,0,0,1,-1.9796500432724229,3.103887052365194,-0.3608055168773184
CUST-11470,26,91,15332.822978157692,6,83.27447440559698,1,0.2282043365934423,0.06695261693571491,28,Mobile App,168.49,Male,0.1122,4,5,5,14,455,1,0,0,1,-0.9223704160810235,2.376054055333591,-0.4368422855413134
CUST-11471,227,36,11886.619109237936,4,79.25168052686475,3,0.31296906015522596,0.0939126786269355,38,Web,330.18,Non-Binary,0.4316,1,3,5,9,135,2,-1,1,0,0.8880048353269736,1.395339431880251,0.9320142615737831
CUST-11472,14,2,269.3166326787841,2,56.283193222634544,1,0.21228528901242966,0.04137662439697877,26,Mobile App,134.66,Male,0.1548,5,1,1,7,511,3,1,2,3,-1.9529272405884317,-2.0941254799229654,1.5662556788231654
CUST-11473,106,47,1472.1844486621374,4,46.023243587565524,1,0.6592542560548044,0.17607728636721542,42,Mobile App,31.32,Female,0.3513,2,4,2,8,242,0,0,3,0,1.6848047707698894,-0.862273745932894,-1.5141749351457492
CUST-11474,13,20,3864.599538609438,6,70.02256806447815,0,0.38580857083674225,0.09229150529229353,50,Web,193.23,Female,0.1235,5,2,4,11,524,1,0,0,1,-0.9173097833706767,0.9611358084076633,0.3090531289800073
CUST-11475,135,36,7428.104697309262,5,19.715337600558172,3,0.49547127474047375,0.18337058850186888,45,Web,206.34,Female,0.4843,2,3,5,10,235,2,0,1,0,2.7118281933910047,0.5988008222704209,0.8892249580332977
CUST-11476,11,84,9535.161853257567,7,80.50477864890414,1,0.10371243349072852,0.017068467477243277,44,Mobile App,113.51,Female,0.082,5,5,5,15,555,1,0,0,1,-1.7748273461197221,2.4182278919048907,-0.552533124488995
CUST-11477,198,29,5579.210035837084,4,10.550200360620744,9,0.31082258336148144,0.1759424193961408,41,In-Store,192.39,Female,0.666,1,3,4,8,134,2,0,1,2,3.164125875081086,0.19871474161669173,1.6823791195726971
CUST-11478,26,30,1948.6478860468424,6,71.37376942104999,1,0.3188830921550142,0.09773325140821933,48,Web,64.95,Male,0.1523,4,3,2,9,432,1,0,0,1,-0.6230073627199835,0.5237365676364756,-0.585897456813189
CUST-11479,21,1,410.17329097656403,1,68.36189528365647,1,0.3338656843769547,0.033805414593291776,31,Mobile App,410.17,Female,0.1316,4,1,1,6,411,3,1,2,3,-2.088083619447584,-2.0039425926584418,2.299007148270018
CUST-11480,8,3,167.34794455794605,1,59.671694641204255,0,0.19161874229383224,0.02148857523941221,48,In-Store,55.78,Male,0.1189,5,1,1,7,511,3,1,2,3,-2.2770631170074656,-2.6551720327723896,0.9807207138981539
CUST-11481,3,2,439.2515516582564,1,69.96638248853675,0,0.3142636631182488,0.005890039588073954,43,Mobile App,219.63,Female,0.0812,5,1,1,7,511,3,1,2,3,-2.9996993860206893,-1.9375921502854527,1.6057914868856542
CUST-11482,22,3,347.6448362845586,2,62.08289455440649,1,0.21645549732442448,0.01576308180179641,48,Mobile App,115.88,Female,0.1427,4,1,1,6,411,3,1,2,3,-1.9892159647363927,-1.8714120775680922,1.2230381951427804
CUST-11483,265,44,3485.3692262564127,6,31.554243041255127,4,0.28156527357886574,0.239530200725609,35,Web,79.21,Female,0.664,1,4,3,8,143,2,0,1,0,3.3386479943269376,0.5972068892343598,0.3634929257038056
CUST-11484,12,2,206.98591316512807,1,54.01561679712966,1,0.2176373810414886,0.006391553342430734,30,Mobile App,103.49,Female,0.146,5,1,1,7,511,3,1,2,3,-2.235684171358883,-2.564959587338175,1.431044953042755
CUST-11485,55,22,2678.774138787374,5,84.40199215553669,1,0.38312294494441995,0.09500924128536391,28,Web,121.76,Male,0.1585,3,2,3,8,323,1,0,0,1,-0.5770943482330058,0.5034269739418327,-0.1566890539744169
CUST-11486,36,35,3067.83794013415,7,68.87487789534855,0,0.1815382740719542,0.032328392745241276,28,Web,87.65,Male,0.1379,3,3,3,9,333,1,0,0,1,-0.9988019108642195,1.2781136086033997,-0.19739402004107776
CUST-11487,83,20,1766.4436474541144,4,51.41307929230308,2,0.7673464800467403,0.05109141397093842,21,Mobile App,88.32,Female,0.2772,2,2,2,6,222,0,0,3,0,0.3334090559629455,-0.854975806153847,-0.629927459043469
CUST-11488,119,16,1280.3630091223672,4,41.43773798014415,3,0.6577017653341136,0.057811485856627,39,Mobile App,80.02,Male,0.3662,2,1,2,5,212,0,0,3,0,0.7191252741870341,-1.096197455559898,-0.2007247484843012
CUST-11489,346,34,4151.540737886235,3,42.25573085046613,6,0.47615233684597474,0.09322348403407955,62,In-Store,122.1,Male,0.7244,1,3,4,8,134,2,0,1,2,2.459392171911786,-0.2504414036675806,0.7233008325930395
CUST-11490,25,100,9464.931285482546,6,86.16808641454767,0,0.17454645645856665,0.06647302946523884,40,Mobile App,94.65,Female,0.091,4,5,5,14,455,1,0,0,1,-1.0982528712196917,2.1136354907491848,-0.9087682602975511
CUST-11491,54,16,687.306589255575,3,44.77011166929123,4,0.9797152351514482,0.08836423082460863,46,Mobile App,42.96,Female,0.2915,3,1,2,6,312,0,0,3,0,0.647466583450761,-2.1501538232056054,-1.3422674757284903
CUST-11492,21,53,9134.092468420014,6,89.31565139965012,0,0.1388838905502403,0.011026693993238468,35,Mobile App,172.34,Female,0.0592,4,5,5,14,455,1,0,0,1,-1.88278900928865,2.1150073792858586,-0.14211025826781506
CUST-11493,23,41,3368.194798512084,4,77.92093016834757,3,0.272411052954754,0.059087584903582846,47,Mobile App,82.15,Female,0.1439,4,4,3,11,443,1,0,0,1,-1.121823489546998,0.5480732577569116,-0.5256414303013079
CUST-11494,357,44,3229.4894603608363,3,35.17628938316521,5,0.22573182682618653,0.2264239913538596,39,In-Store,73.4,Non-Binary,0.7891,1,4,3,8,143,2,-1,1,2,3.53176793272874,-0.18677326956200363,0.7684093169102741
CUST-11495,22,65,16385.556663848278,8,95.8064032404452,1,0.16717295769070384,0.05373487039525818,44,Mobile App,252.09,Male,0.071,4,5,5,14,455,1,0,0,1,-1.5524182051079565,3.1010061246114358,-0.18262636010488661
CUST-11496,103,48,1127.4784857288537,4,60.06128018154469,1,0.8861386313668145,0.11996715530737569,25,Mobile App,23.49,Male,0.2934,2,4,2,8,242,0,0,3,0,1.0387515628771382,-1.222908680283444,-2.354356016150745
CUST-11497,44,23,3345.546965950779,7,60.368097296533286,1,0.2935404999023957,0.07007552747409859,27,Mobile App,145.46,Male,0.1952,3,2,3,8,323,1,0,0,1,-0.49043028271613964,1.075622442528966,0.195801884871739
CUST-11498,46,18,2846.490774528328,7,71.11513998090253,0,0.38573886368390475,0.10897970805923896,38,Web,158.14,Male,0.1716,3,2,3,8,323,1,0,0,1,-0.30779999025767607,0.942610102909336,0.1604299978902254
CUST-11499,153,21,8606.13296354917,4,40.313294597788115,11,0.22268047666840374,0.12868741833268835,37,Web,409.82,Female,0.5392,1,2,5,8,125,2,0,1,0,1.74176762877297,0.9029616719919613,2.0514561598845322
CUST-11500,45,21,3926.7691531114856,4,68.05483626619908,0,0.32829106718933515,0.0784467418058375,27,Mobile App,186.99,Male,0.1677,3,2,4,9,324,1,0,0,1,-0.5965779838746381,0.4485667803602208,0.4607720039438768
CUST-11501,22,18,2516.0411906541203,4,63.27593063413871,1,0.3926820409964486,0.04547923557313042,35,Web,139.78,Female,0.1496,4,2,3,9,423,1,0,0,1,-0.919167235654337,0.0317800587365457,0.3389239295239414
CUST-11502,122,51,6717.959265812857,6,20.146342221797994,4,0.4584343764213044,0.23872178271940614,38,Web,131.72,Male,0.4963,2,5,5,12,255,2,0,1,0,3.110129443126176,0.8426608562801489,0.38486051101015456
CUST-11503,17,2,148.94974043374285,2,50.85000681867741,0,0.11803639339158895,0.04138916759547835,33,Web,74.47,Male,0.16,4,1,1,6,411,3,1,2,3,-1.7647122664057246,-2.4584981109853907,1.4648048764798944
CUST-11504,32,33,1694.8548523389145,7,69.1793453607823,1,0.30628652293333847,0.053864327144786325,48,Mobile App,51.36,Male,0.1513,3,3,2,8,332,1,0,0,1,-0.961631226222059,0.646761996477881,-0.9488768741419082
CUST-11505,155,58,6502.002537564483,3,12.451232886590775,5,0.2540580160699623,0.14570655521353415,60,In-Store,112.1,Female,0.5423,1,5,4,10,154,2,0,1,2,2.671560671740649,0.21672113552211963,1.0025677185770823
CUST-11506,5,46,9098.488248111225,6,90.63563452458692,2,0.0891582269578593,0.014855291061261582,38,Mobile App,197.79,Female,0.0602,5,4,5,14,545,1,0,0,1,-2.46703321671656,2.199751425372377,0.10719148999473231
CUST-11507,283,32,3086.589256461456,4,40.50397049004306,10,0.3113578959945573,0.0838354806287457,43,Web,96.46,Male,0.6894,1,3,3,7,133,2,0,1,0,2.067204523365665,-0.015016647641500347,0.7140647110934015
CUST-11508,11,32,4050.2481330091505,7,70.44640466305329,2,0.20347393409369793,0.0797884936362599,27,Web,126.57,Male,0.1405,5,3,4,12,534,1,0,0,1,-1.1017039506361666,1.4967670357586755,0.06629905963940817
CUST-11509,240,74,9442.648293305885,8,85.37979888948908,6,0.5749321773654529,0.032602636482626256,49,Web,127.6,Female,0.4512,1,5,5,11,155,1,-1,1,0,0.7758240581694339,2.030468359242012,-0.947534452371559
CUST-11510,33,23,2735.584942755294,6,78.35311359142422,2,0.25247103271881766,0.08340770612085656,49,Web,118.94,Female,0.1521,3,2,3,8,323,1,0,0,1,-0.8462603106727417,0.907628390345251,0.03224743012928928
CUST-11511,59,21,2432.6093757627314,6,83.15018544008126,0,0.15970113100773628,0.11571241956855602,49,Web,115.84,Female,0.1615,2,2,3,7,223,1,0,0,1,-0.579025409663763,0.9496975028132612,0.15924613904501847
CUST-11512,126,26,690.0350597174534,3,73.49557515971917,1,0.7992738014898828,0.16060391918154981,35,Web,26.54,Female,0.3049,2,2,2,6,222,0,0,3,0,1.0619959004167487,-1.656925894506122,-1.821799525421904
CUST-11513,3,98,13841.920087208384,8,79.07714414521764,0,0.11939253194691168,0.0373528606630746,50,Web,141.24,Male,0.0689,5,5,5,15,555,1,0,0,1,-1.85689469285523,2.9847457666656094,-0.3987962926088917
CUST-11514,8,1,354.64062770040056,2,73.66312696447262,1,0.15532832952767384,0.011047602078407626,30,Mobile App,354.64,Female,0.093,5,1,1,7,511,3,1,2,3,-2.9668518836457163,-1.5770260010970538,2.3486696825308937
CUST-11515,17,19,2123.8158461905423,6,78.5750479630237,3,0.24963592859134562,0.036988667480662,43,Mobile App,111.78,Male,0.1267,4,2,3,9,423,1,0,0,1,-1.7141517482844444,0.6880592871196624,-0.05549503409623488
CUST-11516,58,33,2774.22005128831,5,82.52972804886504,0,0.38351495502112154,0.10542203429657324,38,Web,84.07,Female,0.1583,2,3,3,8,233,1,0,0,1,-0.3306608135194524,0.5497584386657088,-0.6192359052289078
CUST-11517,53,19,1673.5772787703015,5,70.75857934222681,1,0.27479245831566546,0.08006066291871825,46,Mobile App,88.08,Female,0.1849,3,2,2,7,322,1,0,0,1,-0.6740629962785943,0.1323157850791603,-0.10343876801419537
CUST-11518,30,18,3442.2607553102016,6,71.61960514843751,2,0.29787738303374567,0.08329994438469279,23,Mobile App,191.24,Female,0.1648,3,2,3,8,323,1,0,0,1,-0.860050382066332,0.9352688303020472,0.3970496146987393
CUST-11519,144,28,2328.800185146407,6,12.837622065155458,4,0.25976793279679244,0.23427007456254578,52,In-Store,83.17,Male,0.5433,2,3,3,8,233,2,0,1,2,2.978342126938337,0.13745478503407219,0.8424858275560043
CUST-11520,259,29,6597.910974185308,3,30.290528549305183,10,0.2600145899460897,0.15982871956981037,64,In-Store,227.51,Male,0.7073,1,3,4,8,134,2,0,1,2,2.8257261432816456,0.2699207953042563,1.7965441206239563
CUST-11521,161,22,7320.781436587117,4,36.58532625052754,11,0.48812425613791577,0.13840060057885356,43,Web,332.76,Male,0.5627,1,2,5,8,125,2,0,1,0,2.1737196398171843,0.41731760590456696,1.4573356204936048
CUST-11522,333,17,7671.905549416852,4,27.09874669901623,7,0.27567176572308566,0.09207470186021778,65,Web,451.29,Male,0.7566,1,1,5,7,115,2,0,1,0,2.5006913400889657,0.5674434145847461,2.5002541049167886
CUST-11523,26,102,14472.896832485209,7,75.4306962856438,0,0.18192587327894844,0.021313386790011005,38,Mobile App,141.89,Female,0.1041,4,5,5,14,455,1,0,0,1,-1.123175274005579,2.598130823859789,-0.5236411804103475
CUST-11524,17,3,134.27289354014835,2,56.32610103344664,1,0.24992818365848424,0.03995153075422287,30,In-Store,44.76,Female,0.1583,4,1,1,6,411,3,1,2,3,-1.6767511162578985,-2.6750300690016258,0.6844621074170064
CUST-11525,30,38,3063.91980681975,7,62.59373561438379,1,0.21161496740937627,0.034319750388024206,31,Web,80.63,Female,0.1586,3,4,3,10,343,1,0,0,1,-0.8244369055445963,1.2053754730961646,-0.27420221598357813
CUST-11526,25,40,1768.1376749138963,7,68.4041334644895,3,0.3111680715180711,0.04778669001438941,57,Web,44.2,Female,0.1667,4,4,2,10,442,1,0,0,1,-0.8403490126021264,0.7177674828735251,-1.0204446651381496
CUST-11527,3,2,264.04126503075537,1,57.226780082351915,1,0.33167904615794236,0.042175977885410915,31,Web,132.02,Male,0.1376,5,1,1,7,511,3,1,2,3,-2.275258438899276,-2.445927349280387,1.5050793551154342
CUST-11528,23,70,12618.657006328545,6,95.86880812355952,1,0.1981738536770436,0.0479801328876169,49,Mobile App,180.27,Female,0.0703,4,5,5,14,455,1,0,0,1,-1.5351069478345072,2.3633333129408234,-0.41467504954856677
CUST-11529,193,45,6302.825277937306,3,40.98398617295252,10,0.29173604419688304,0.1811109284371167,45,In-Store,140.06,Female,0.5973,1,4,4,9,144,2,0,1,2,2.554030641454659,0.34788607343208866,0.9133929755786222
CUST-11530,32,25,1885.0743504701682,6,82.25785520801628,1,0.3942863332001014,0.09965809400151474,37,Web,75.4,Female,0.1339,3,2,2,7,322,1,0,0,1,-0.7460574924658913,0.4920811742142902,-0.693748060250092
CUST-11531,23,19,1601.4746074964296,5,76.27583245007969,1,0.15687129870734273,0.04736955159663489,35,Mobile App,84.29,Female,0.1191,4,2,2,8,422,1,0,0,1,-1.5898277690085583,0.31228676969674085,-0.037778221984886715
CUST-11532,85,44,766.1803568604876,2,57.820338840594744,2,0.6814112454981409,0.16234792284263755,22,Web,17.41,Non-Binary,0.301,2,4,2,8,242,0,-1,3,0,1.2435974097824891,-1.7758198973162322,-1.8875531787569675
